DTXSID,name,httk_Fgutabs,httk_Clint,httk_Aven,httk_Rblood2plasma,httk_Fup,httk_days_evaluated,httk_MW,httk_frac_excreted,httk_daily_expo,httk_mg_p_kg_p_day_excreted,httk_result_category
DTXSID4024145,Hexazinone,0.9518,7.057,2.2728552999999997e-4,0.89,0.4667,5,252.3,0.0752574857142857,8.94e-7,6.728019222857143e-8,1
DTXSID4024195,2-(4-Chloro-2-methylphenoxy)acetic acid,0.9722,0,2.6318279,1.3,0.01796,5,200.6,0.5278645714285715,8.38e-6,4.423505108571428e-6,4
DTXSID4024270,Prochloraz,0.9708,39.83,0.03766533399999999,0.6551,0.007319,5,376.7,0.01363654,1.06e-7,1.44547324e-9,1
DTXSID4024272,Prometryn,0.9668,57.86,0.008771484,0.6279,0.01615,5,241.4,0.01041468571428571,2.91e-6,3.030673542857142e-8,1
DTXSID4024276,Propargite,0.8684,177.1,0.04657459,0.6736,0.001242,5,350.5,0.00236337142857142,9.31e-8,2.2002988e-10,1
DTXSID4024359,"2,4,5-Trichlorophenol",0.8689,38.31,0.16023649,1.053,0.004957,5,197.4,0.012972,1.32e-6,1.7123040000000003e-8,1
DTXSID4024436,Allura Red C.I.16035,0.8719,0,0.6215048,0.5646,0.0137,5,496.4,0.5538405714285715,4.71e-4,2.608589091428572e-4,4
DTXSID4024729,Carbendazim,0.905,26.08,1.3796335e-7,0.9166,0.436,5,191.2,0.02056765714285713,2.29e-6,4.709993485714285e-8,1
DTXSID4024985,"1,3-Dichloro-5,5-dimethylhydantoin",0.8719,0,0.0600839,0.7899,0.4436,5,197,0.8696142857142857,2.12e-4,1.8435822857142855e-4,6
DTXSID4026183,Tributylamine,0.7674,32.5,7.363147999999999e-5,1.1,0.2329,5,185.4,0.01438174285714286,6.01e-4,8.643427457142858e-6,1
DTXSID4026214,Triclocarban,0.8706,29.05,0.10512769,0.619,0.002749,5,315.6,0.01084762285714285,1.15e-7,1.2474766285714283e-9,1
DTXSID4026262,"Tris(2,3-epoxypropyl)isocyanurate",0.6466,188.1,0,0.7025,0.4017,5,297.3,0.00205986428571428,7.57e-6,1.5593172642857142e-8,1
DTXSID4026684,2-(Phenylmethylene)octanal,0.8699,124.3,0.10692638,0.6721,9.794e-4,5,216.3,0.00247817999999999,1.3e-4,3.221633999999999e-7,1
DTXSID4027236,"2,3-Dinitrotoluene",0.7762,24.14,5.579766e-6,0.7633,0.284,5,182.1,0.01919854285714286,2.62e-5,5.03001822857143e-7,1
DTXSID4027319,"2,6-Toluenediamine",0.6898,22.75,3.827e-11,0.8311,0.6453,5,122.2,0.01749205714285714,5.42e-6,9.480694971428574e-8,1
DTXSID4027494,"2,3-Diaminotoluene",0.6917,22.79,7.654e-11,0.8342,0.6356,5,122.2,0.01752697142857142,4.1e-7,7.186058285714285e-9,1
DTXSID4027608,Terbutylazine,0.8679,5.835,0.06073448999999999,0.6699,0.04241,5,229.7,0.07767141428571424,2.33e-6,1.809743952857142e-7,1
DTXSID4029145,Dimethyl malonate,0.6542,22.71,0,0.8884,0.8147,5,132.1,0.01643701428571428,1.05e-5,1.7258865e-7,1
DTXSID4031566,Mepivicaine hydrochloride,0.7831,25.2,2.3788632e-4,0.971,0.2502,5,282.8,0.0187456,1.2e-6,2.2494720000000004e-8,1
DTXSID4032372,Difenoconazole,0.8657,87.06,0.02203586599999999,0.6427,0.004511,5,406.3,0.00598421857142857,1.28e-8,7.659799771428572e-11,1
DTXSID4032376,Dimethenamid,0.9463,22.71,3.1905699e-5,0.8983,0.1871,5,275.8,0.0251766,5.45e-7,1.3721247000000002e-8,1
DTXSID4032459,Phorate,0.8667,36.98,0.03642921299999999,0.6113,0.008827,5,260.4,0.0142848,1.78e-7,2.5426944000000006e-9,1
DTXSID4032532,Carfentrazone-ethyl,0.3712,1102,1.2770698999999998e-7,0.6693,0.06809,5,412.2,2.108108571428571e-4,6.25e-7,1.3175678571428568e-10,1
DTXSID4032580,Trifloxystrobin,0.8045,1708,2.2418566e-4,0.6418,0.002726,5,408.4,2.969651428571428e-4,1.02e-7,3.0290444571428565e-11,1
DTXSID4032611,Ethoprop,0.9671,35.39,0.016773741000000002,0.8216,0.02558,5,242.3,0.01685715714285714,9.06e-6,1.527258437142857e-7,1
DTXSID4032613,Fenitrothion,0.8654,14.44,0.025732748,0.637,0.02855,5,277.2,0.03579839999999999,1.38e-7,4.940179199999999e-9,1
DTXSID4032615,Flumetsulam,0.6244,7.888,0.01094521999999999,0.5673,0.01727,5,325.3,0.04614612857142858,2.27e-7,1.0475171185714288e-8,1
DTXSID4034150,Haloperidol,0.9,14.76,0.06842676,6.25,0.07982,5,375.9,0.0248631,1.2e-6,2.983572e-8,1
DTXSID4034287,5-Heptyldihydro-2(3H)-furanone,0.8661,16,0.05265951999999999,0.6731,0.02332,5,184.3,0.03112037142857143,4.6e-6,1.431537085714286e-7,1
DTXSID4034364,Oxasulfuron,0.8687,3.3,0.004634497,0.5889,0.06084,5,406.4,0.13846628571428576,1.57e-7,2.1739206857142864e-8,2
DTXSID4034528,Diclosulam,0.958,4.404,0.26280009,0.57,0.006269,5,406.2,0.09069865714285714,1.49e-7,1.3514099914285717e-8,2
DTXSID4034609,Fipronil,0.9728,0,0.11408287,0.6595,0.01768,5,437.1,0.09097924285714289,1.82e-7,1.6558222200000003e-8,3
DTXSID4034653,Hexaconazole,0.97,32.58,0.034818046,0.7553,0.01286,5,314.2,0.01768497142857143,1.69e-7,2.988760171428572e-9,1
DTXSID4034869,Prothioconazole,0.8345,50.45,0.00231342149999999,0.8641,0.0493,5,344.2,0.01027682857142857,2.7e-7,2.7747437142857163e-9,1
DTXSID4034948,Tebufenozide,0.8657,62.59,0.02709898699999999,0.6713,0.006293,5,352.5,0.00805714285714286,2.84e-7,2.288228571428572e-9,1
DTXSID4037580,Omethoate,0.8719,0,0.01117483999999999,0.8736,0.8491,5,213.2,0.8710742857142857,3.79e-6,3.301371542857143e-6,6
DTXSID4039657,Fludarabine,0.8719,0,0.009624905,0.8389,0.7593,5,285.2,0.8710822857142855,1.2e-6,1.0452987428571426e-6,6
DTXSID4040002,Monobutyl phthalate,0.9697,0.7845,0.02952147799999999,0.6869,0.2042,5,222.2,0.4266240000000003,6.86e-6,2.9266406400000022e-6,6
DTXSID4040137,Ketamine hydrochloride,0.7064,24.82,7.076123e-5,1.397,0.5252,5,274.2,0.0170004,1.2e-6,2.040048e-8,1
DTXSID4040684,Mevastatin,0.8558,46.5,0.0036804259,0.6777,0.02238,5,390.5,0.01143607142857142,1.2e-6,1.3723285714285712e-8,1
DTXSID4041070,Mycophenolic acid,0.8667,16.67,0.004615362,0.5743,0.01969,5,320.3,0.03152667142857141,1.2e-6,3.7832005714285695e-8,1
DTXSID4041155,Zopiclone,0.93,6.618,3.1771754e-5,0.6805,0.1982,5,388.8,0.07914857142857139,2.51e-7,1.9866291428571415e-8,1
DTXSID4041991,Formothion,0.8719,0,0.07011064,0.7664,0.3472,5,257.3,0.8608522857142857,1.67e-7,1.4376233171428573e-7,6
DTXSID4042121,Mepanipyrim,0.9702,18.15,0.03334847799999999,0.6268,0.02318,5,223.3,0.03231470000000001,4.89e-7,1.5801888300000004e-8,1
DTXSID4042416,Sodium myristyl sulfate,0.8362,23.58,1.1285823e-6,0.6232,0.1005,5,316.4,0.02151519999999998,4.45e-6,9.574263999999995e-8,1
DTXSID4043802,Indinavir,0.9637,15.75,0.008388784,0.7197,0.04581,5,613.8,0.03656494285714285,1.2e-6,4.3877931428571426e-8,1
DTXSID4044581,2-tert-Butyl-4-ethylphenol,0.8329,211.9,0.0023800113,0.6689,0.01229,5,178.3,0.00247072857142857,1.1e-5,2.7178014285714273e-8,1
DTXSID4044585,Dantrolene sodium,0.8616,6.555,1.8736992e-5,0.6007,0.1009,5,336.2,0.07473245714285719,1.2e-6,8.967894857142862e-8,1
DTXSID4045181,Oxatomide,0.8673,84.6,0.030585384,0.6745,0.003432,5,426.6,0.00549095142857143,1.2e-6,6.589141714285716e-9,1
DTXSID4045420,Ornidazole,0.8719,0,0.020520374,0.9508,0.8581,5,219.6,0.8721257142857142,1.2e-6,1.046550857142857e-6,6
DTXSID4045555,Diethylcarbamazine citrate,0.8719,0,0.008162991,0.9063,0.8538,5,391.4,0.8722628571428571,2.87e-6,2.5033944e-6,6
DTXSID4046313,Naltrexone,0.7233,19.81,1.6632141999999998e-5,1.088,0.5767,5,341.4,0.02141065714285714,1.2e-6,2.5692788571428572e-8,1
DTXSID4046444,Abacavir,0.8719,0,0.04240316,0.8171,0.4716,5,286.3,0.8691249999999999,3.13e-7,2.7203612499999997e-7,6
DTXSID4046862,Epothilone B,0.8457,31.72,0.00205203739999999,0.7162,0.05419,5,507.7,0.01637695142857142,1.2e-6,1.96523417142857e-8,1
DTXSID4046947,Mitoxantrone,0.8684,0.8678,0.02038260199999999,1,0.25,5,444.5,0.36131499999999983,8e-7,2.8905199999999985e-7,2
DTXSID4046991,Cefotaxime sodium,0.8719,0,0.00989662199999999,0.6646,0.3798,5,477.4,0.8715959999999997,1.2e-6,1.0459151999999997e-6,6
DTXSID4047252,Ingliforib,0.7215,2.204,0.06180604999999999,0.5689,0.02338,5,457.9,0.1598071,1.2e-6,1.9176852e-7,2
DTXSID4047258,Enadoline,0.9723,18.79,0.08725559999999999,0.6864,0.00208,5,396.5,0.00726727857142857,1.2e-6,8.720734285714287e-9,1
DTXSID4048436,Flupirtine,0.96,7.069,0.00490238699999999,0.7795,0.1465,5,304.3,0.07759649999999997,1.2e-6,9.311579999999997e-8,1
DTXSID4048511,Ro 3280,0.8504,7.166,0.00165976989999999,0.8233,0.1956,5,543.6,0.06763937142857138,1.2e-6,8.116724571428564e-8,1
DTXSID4057899,Almitrine,0.8677,28.2,0.01489085699999999,0.5806,0.009436,5,477.6,0.01896754285714285,1.2e-6,2.2761051428571415e-8,1
DTXSID40862442,Lormetazepam,0.97,32.47,0.005001889,0.6909,0.04128,5,335.2,0.01838811428571428,1.2e-6,2.2065737142857135e-8,1
DTXSID50175419,Dabigatran,0.8541,8.04,0.004906214,0.8077,0.1431,5,471.5,0.06129500000000001,1.2e-6,7.355400000000001e-8,1
DTXSID5020106,L-Ascorbic acid,0.7714,27.84,0,0.82,0.26,5,176.1,0.01665402857142856,2.95e-6,4.9129384285714264e-8,1
DTXSID5020108,Aspirin,0.941,9.05,7.060815e-6,0.8138,0.5319,5,180.2,0.05841054285714284,2.19e-5,1.2791908885714285e-6,1
DTXSID5020152,Benzyl alcohol,0.7447,23.17,1.844614e-8,0.7732,0.4099,5,108.1,0.01891749999999999,1.19e-4,2.2511825e-6,1
DTXSID5020364,Cyclophosphamide,0.774,0,0.01344425099999999,1.06,0.856,5,261.1,0.7728560000000003,1.2e-6,9.274272000000004e-7,5
DTXSID5020366,Cyproterone acetate,0.9698,7.336,0.05208546999999999,0.6645,0.02356,5,416.9,0.06128429999999998,5.71e-7,3.499333529999999e-8,1
DTXSID5020449,Dichlorvos,0.8717,93.47,1.3685352,0.5601,1e-4,5,221,0.00407271428571428,3.23e-7,1.3154867142857146e-9,1
DTXSID5020528,"2,6-Dinitrotoluene",0.8054,39.29,5.866791e-6,0.6553,0.1169,5,182.1,0.01253888571428571,3.15e-5,3.949749e-7,1
DTXSID5020570,Sodium erythorbate,0.8719,0,0.00314579399999999,0.7498,0.806,5,198.1,0.87164,0.00109,9.500876e-4,6
DTXSID5020576,17alpha-Ethinylestradiol,0.8719,0,0.25461030999999995,1.284,0.009472,5,296.4,0.03755811428571428,1.2e-6,4.5069737142857134e-8,3
DTXSID5020605,2-Ethyl-1-hexanol,0.8358,29.75,0.00411402499999999,0.7381,0.08068,5,130.2,0.01722359999999999,3.64e-5,6.269390399999996e-7,1
DTXSID5020607,Di(2-ethylhexyl) phthalate,0.8716,124.7,0.04837328,4.575,1.343e-4,5,390.6,3.783239999999999e-5,0.00272,1.0290412799999997e-7,1
DTXSID5020730,8-Hydroxyquinoline,0.9209,78.39,1.6337463e-7,0.6441,0.1087,5,145.2,0.00725999999999999,4.68e-6,3.3976799999999976e-8,1
DTXSID5020732,Ibuprofen,0.988,10.91,0.14129284,0.55,0.009984,5,206.3,0.05275385714285716,1.92e-6,1.0128740571428573e-7,1
DTXSID5020784,Lovastatin,0.0682,0,0.013593504,0.6448,0.01209,5,404.5,0.00700362857142857,1.2e-6,8.404354285714287e-9,3
DTXSID5020819,Methidathion,0.8576,4.499,0.004489071,0.7388,0.2049,5,302.3,0.10321385714285716,1.15e-7,1.1869593571428574e-8,2
DTXSID5020863,Methyldopa sesquihydrate,0.8719,0,0.003838481,0.7644,0.69,5,476.5,0.8719950000000002,1.2e-6,1.046394e-6,6
DTXSID5020867,"4,4'-Methylenebis(o-toluidine)",0.9675,4.54,0.00700341,0.7165,0.1835,5,226.3,0.11605957142857144,4.54e-6,5.269104542857143e-7,2
DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",0.8713,30.42,0.37366828,0.5648,0.001081,5,254.4,0.0145008,1.2e-6,1.7400960000000002e-8,1
DTXSID5020944,Nitrofurazone,0.9725,0,0.00557593899999999,0.7945,0.8554,5,198.1,0.97352,1.2e-6,1.168224e-6,6
DTXSID5021097,Oxytetracycline hydrochloride,0.8184,5.782,3.827e-11,0.7315,0.6282,5,496.9,0.0755288,8.87e-6,6.699404559999999e-7,1
DTXSID5021122,Phenobarbital,1,0,0.05595074,0.86,0.4576,5,232.2,0.99846,1.2e-6,1.198152e-6,6
DTXSID5021124,Phenol,0.8235,5.954,2.3520742e-4,0.969,0.5487,5,94.11,0.07569132857142857,3.17e-4,2.3994151157142858e-5,1
DTXSID5021126,Phenothiazine,0.9729,0,0.37749528,0.6023,0.003002,5,199.3,0.02528262857142857,9.58e-7,2.4220758171428568e-8,3
DTXSID5021170,Piroxicam,0.9689,6.534,2.345951e-4,0.6143,0.08218,5,331.4,0.08455434285714285,1.2e-6,1.0146521142857141e-7,1
DTXSID5021201,Gallic acid n-propyl ester,0.9573,53.27,1.1481e-8,0.572,0.02572,5,212.2,0.01115565714285714,4.61e-6,5.1427579428571424e-8,1
DTXSID5021209,6-Propyl-2-thiouracil,0.873,1.39,0.0011358536,0.7616,0.4697,5,170.2,0.2630805714285714,5.05e-7,1.3285568857142856e-7,2
DTXSID5021251,Saccharin,0.8646,2.062,0.0013038589,0.664,0.2258,5,183.2,0.1981177142857142,1.92e-5,3.803860114285712e-6,2
DTXSID5021255,Albuterol,0.81,0,0.05820867,1.533,0.9177,5,239.3,0.7698622857142855,3.56e-6,2.7407097371428563e-6,5
DTXSID5021332,Bis(dimethylaminothiocarbonyl) disulfide,0.8705,891.6,0.06039006,0.5601,1e-4,5,240.4,6.157674285714286e-4,1.77e-6,1.0899083485714286e-9,1
DTXSID5021336,Theophylline,0.99,0.8145,0.0025193141,1.33,0.6081,5,180.2,0.4229551428571427,4.98e-6,2.1063166114285706e-6,6
DTXSID5021338,Thiamphenicol,0.8719,0,0.02732477999999999,0.6906,0.3356,5,356.2,0.8716722857142855,1.2e-6,1.0460067428571424e-6,6
DTXSID5021386,"2,4,6-Trichlorophenol",0.8665,27.01,0.05139660999999999,0.7568,0.01268,5,197.4,0.01965539999999999,2.52e-6,4.9531608e-8,1
DTXSID5021388,"2,4,5-Trichlorophenoxyacetic acid",0.9677,0,1.2154552,0.575,0.0127,5,255.5,0.493115,1.98e-7,9.763677e-8,4
DTXSID5021411,Tris(2-chloroethyl) phosphate,0.9672,2.208,0.0021079116,0.7965,0.4042,5,285.5,0.2080071428571429,1.31e-6,2.7248935714285716e-7,2
DTXSID5021754,"5,5-Dimethylhydantoin",0.8719,0,0.019957805,0.8843,0.8573,5,128.1,0.8710799999999999,2.93e-6,2.5522643999999993e-6,6
DTXSID5021831,3-Nitrotoluene,0.8515,19.92,0.0019089076,0.6307,0.06668,5,137.1,0.02595107142857141,1.11e-5,2.880568928571427e-7,1
DTXSID5021837,"N,N-Diethylethanolamine",0.8719,0,0.13157226,0.927,0.498,5,117.2,0.85556,2.61e-6,2.2330116e-6,6
DTXSID5021885,"2-Methyl-2,4-pentanediol",0.677,22.87,4.5923999999999996e-10,0.8773,0.7001,5,118.2,0.01703768571428571,6.25e-5,1.0648553571428569e-6,1
DTXSID5022308,Genistein,0.8638,24.55,0.01227318899999999,0.6718,0.02092,5,270.2,0.02161599999999998,7.54e-7,1.629846399999999e-8,1
DTXSID5022439,Phenolphthalin,0.6111,1.934,0.30815003999999996,0.5675,0.00918,5,320.3,0.1376832428571428,1.23e-6,1.693503887142857e-7,2
DTXSID5022514,"3,3',4,4'-Tetrachlorobiphenyl",0.8719,0.003219,0.07301916,1.045,1.317e-4,5,292,1.824582857142858e-4,1.68e-13,3.065299200000001e-17,3
DTXSID5022643,Barbital,0.9723,0,0.018036651,0.7995,0.7519,5,184.2,0.9736285714285714,3.78e-7,3.6803160000000003e-7,6
DTXSID5022697,Buflomedil,0.92,7.883,0.00335627899999999,1.444,0.3761,5,307.4,0.06683754285714288,1.2e-6,8.020505142857147e-8,1
DTXSID5022699,Bumetanide,0.738,6.885,0.010160685,0.5792,0.03061,5,364.4,0.06173977142857145,1.2e-6,7.408772571428576e-8,1
DTXSID5022774,Cefuroxime,0.44,0,0.006597748,0.7127,0.425,5,424.4,0.44016342857142865,1.69e-6,7.438761942857144e-7,5
DTXSID5022851,Clothiapine,0.8531,7.832,0.00180710939999999,0.806,0.1559,5,343.9,0.06268805714285712,1.2e-6,7.522566857142854e-8,1
DTXSID5022855,Clozapine,0.3025,12.28,0.007634865,0.87,0.04984,5,326.8,0.01434652,1.2e-6,1.7215824e-8,1
DTXSID5022934,Digoxin,0.6966,0,0.009663175,0.96,0.6418,5,780.9,0.6961165714285714,1.2e-6,8.353398857142856e-7,5
DTXSID5022984,Enoxacin,0.7939,6.828,0,0.7748,0.8,5,320.3,0.06218395714285715,1.2e-6,7.462074857142857e-8,1
DTXSID5023033,Etomidate,0.8366,29.29,0.0020179771,0.7246,0.07986,5,244.3,0.01748489999999999,2.71e-6,4.7384078999999985e-8,1
DTXSID5023035,Etoposide,0.5252,0,0.03639094299999999,0.55,0.1197,5,588.6,0.5204905714285714,5.23e-6,2.7221656885714283e-6,5
DTXSID5023037,Exemestane,0.8634,39.08,0.018618355,0.6421,0.01386,5,296.4,0.01359205714285714,1.46e-6,1.9844403428571432e-8,1
DTXSID5023039,Famotidine,0.7814,0,0.02529647,1,0.8388,5,337.4,0.7721639999999996,1.2e-6,9.265967999999996e-7,5
DTXSID5023110,Gossypol,0.8677,27.32,0.012736256,0.6718,0.009578,5,518.6,0.01955862857142856,1.77e-6,3.4618772571428564e-8,1
DTXSID5023243,Mefenamic acid,0.9695,29.5,0.02562176499999999,0.5985,0.01177,5,241.3,0.0202692,1.2e-6,2.4323040000000005e-8,1
DTXSID5023299,Methylphenidate,0.8381,2.632,3.857616e-4,1.078,0.85,5,233.3,0.15397800000000006,1.2e-6,1.847736000000001e-7,2
DTXSID5023320,Midazolam,0.495,14.47,0.006188259,0.67,0.0447,5,325.8,0.02057194285714286,1.2e-6,2.4686331428571437e-8,1
DTXSID5023322,Mifepristone,0.9706,203.7,0.030011334,0.674,0.001634,5,429.6,0.00265124571428571,1.2e-6,3.181494857142856e-9,1
DTXSID5023372,Nitrazepam,0.8112,7.148,0.004814366,1,0.1137,5,281.3,0.0652214142857143,1.2e-6,7.826569714285717e-8,1
DTXSID5023407,Oxycodone,0.8719,0,0.05231508999999999,1.03,0.5327,5,315.4,0.8515799999999999,1.2e-6,1.0218959999999998e-6,6
DTXSID5023453,Phenindione,0.8588,28.17,0.00553001499999999,0.6113,0.02987,5,222.2,0.01876002857142857,3.73e-6,6.997490657142859e-8,1
DTXSID5023459,Phenprocoumon,0.8541,37.27,0.008583961,0.7189,0.03106,5,280.3,0.01413512857142857,1.2e-6,1.696215428571429e-8,1
DTXSID5023582,Sirolimus,0.9669,324.2,0.008660501,0.684,0.001641,5,914.2,0.00179574999999999,1.2e-6,2.1548999999999992e-9,1
DTXSID5023661,Thymidine,0.8719,0,0.007619557,0.8835,0.9214,5,242.2,0.8715739999999997,1.2e-6,1.0458887999999996e-6,6
DTXSID5023663,Tiagabine,0.969,26.13,0.0015426637,0.6082,0.03623,5,375.6,0.02275062857142856,1.2e-6,2.7300754285714277e-8,1
DTXSID5023667,Tibolone,0.8514,30.64,0.0037366828,0.6688,0.04347,5,312.5,0.01709821428571428,1.2e-6,2.0517857142857145e-8,1
DTXSID5023742,Warfarin,0.9506,0,0.5621862999999999,0.55,0.01327,5,308.3,0.29068285714285713,3.61e-7,1.0493651142857146e-7,4
DTXSID5023748,Zaleplon,1,3.049,6.042832999999999e-4,0.99,0.3811,5,305.3,0.1670427142857142,3.25e-6,5.428888214285712e-7,2
DTXSID5023792,4-Nitrotoluene,0.8115,22.63,2.6050389e-4,0.7413,0.1828,5,137.1,0.02158345714285713,1.1e-5,2.3741802857142845e-7,1
DTXSID5023794,Oxymetholone,0.8449,28.59,0.0016391041,0.6744,0.06212,5,332.5,0.018145,1.2e-6,2.1774e-8,1
DTXSID5023871,Amitraz,0.8709,570.6,0.18798224,0.5723,1e-4,5,293.4,7.561337142857143e-4,1.2e-6,9.073604571428571e-10,1
DTXSID50238710,Vemurafenib,0.8657,8.734,0.01458852399999999,0.6474,0.04538,5,489.9,0.05759824285714283,1.2e-6,6.911789142857139e-8,1
DTXSID5023877,2-Anisidine,0.9728,0,0.11576675,0.7905,0.4316,5,123.2,0.9697599999999998,5.26e-6,5.100937599999999e-6,6
DTXSID5023902,Benz(a)anthracene,0.8698,385.4,0.04645978,0.6718,3.338e-4,5,228.3,3.7343357142857145e-4,7.86e-6,2.935187871428571e-9,1
DTXSID5023950,Carbosulfan,0.8692,1245,0.04906214,0.699,1.382e-4,5,380.6,2.7675057142857154e-4,7.54e-8,2.0866993085714294e-11,1
DTXSID5024059,"3,3'-Dimethylbenzidine",0.9581,19.97,4.083409e-4,0.6726,0.1162,5,212.3,0.0289637857142857,2.11e-6,6.111358785714284e-8,1
DTXSID5024211,Napropamide,0.9686,26.27,0.021006403,0.6947,0.02513,5,271.4,0.02237111428571428,1.22e-6,2.729275942857142e-8,1
DTXSID5024261,Phosmet,0.9645,29.98,0.0017814685,0.6181,0.03943,5,317.3,0.01976325714285715,9.04e-8,1.786598445714287e-9,1
DTXSID5024344,Tri-allate,0.8719,0,0.13884356,0.6548,0.002518,5,304.6,0.01097865428571428,3.07e-6,3.370446865714285e-8,3
DTXSID5024845,Colchicine,0.8651,0.7453,0.01086485299999999,1.012,0.5774,5,399.4,0.3868474285714284,2.29e-7,8.85880611428571e-8,5
DTXSID5025152,Dimethyl succinate,0.1123,382.8,0,0.9851,0.9838,5,146.1,1.7051957142857142e-4,7.13e-5,1.2158045442857142e-8,1
DTXSID5025607,Methyleugenol,0.8233,32.08,3.0573902999999996e-4,0.681,0.1023,5,178.2,0.01570705714285713,1.29e-4,2.0262103714285705e-6,1
DTXSID5025659,Methyl salicylate,0.3498,979.5,2.200525e-8,0.6559,0.08475,5,152.1,2.2293514285714287e-4,2.17e-4,4.8376926e-8,1
DTXSID5026259,Tris(2-chloroisopropyl)phosphate,0.8366,26.3,3.90354e-4,0.6673,0.08894,5,327.6,0.0193752,5.29e-8,1.0249480800000002e-9,1
DTXSID5026912,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,0.8719,0,0.023183966,0.8056,0.6599,5,164.2,0.8726057142857142,3.16e-7,2.757434057142857e-7,6
DTXSID5026918,1-Dodecanol,0.8688,197.5,0.09533057,0.68,9.793e-4,5,186.3,0.00196413428571428,3.68e-6,7.228014171428571e-9,1
DTXSID5029055,"4-Nonylphenol, branched",0.8706,809.3,0.18606874,0.5699,1e-4,5,220.2,6.171891428571429e-4,1.2e-6,7.406269714285713e-10,1
DTXSID5030955,Camphor,0.8088,25.48,1.9039325e-4,0.7317,0.1703,5,152.2,0.01919894285714285,1.27e-6,2.438265742857142e-8,1
DTXSID5031131,Dipentyl phthalate,0.8392,6598,0.0026777519,0.682,3.275e-4,5,306.4,8.032057142857139e-5,1.8e-5,1.4457702857142851e-9,1
DTXSID5032365,"2,6-Dichlorobenzonitrile",0.865,8.779,0.03605033999999999,0.7873,0.04979,5,172,0.05774285714285714,2.62e-6,1.512862857142857e-7,1
DTXSID5032442,Imidacloprid,0.9607,2.958,2.9177048e-5,0.8665,0.6446,5,255.7,0.1603604285714285,1.66e-7,2.661983114285713e-8,2
DTXSID5032498,Triclosan,0.8684,139.1,0.05675441,0.6436,0.001583,5,289.5,0.0033003,1.93e-5,6.369579000000001e-8,1
DTXSID5032523,"1,2-Benzisothiazolin-3-one",0.8261,36.6,0,0.5862,0.0841,5,151.2,0.01384559999999999,8.29e-6,1.1478002399999993e-7,1
DTXSID5032525,Bifenazate,0.9521,63.17,0.0014079533,0.7391,0.0515,5,300.4,0.00938535428571429,3.93e-7,3.6884442342857147e-9,1
DTXSID5032577,Tefluthrin,0.8693,1169,0.04045139,0.9368,1.347e-4,5,418.7,1.735212428571428e-4,4.06e-7,7.044962459999997e-11,1
DTXSID5032600,Cyclanilide,0.9722,0,0.017562103,0.6059,0.9716,5,274.1,0.967573,1.22e-6,1.1804390599999998e-6,6
DTXSID5033836,4-Nonylphenol,0.8652,1805,0.04136986999999999,0.6803,2.347e-4,5,220.4,2.786485714285715e-4,1.05e-5,2.9258100000000007e-9,1
DTXSID5034270,Imazapic,0.7543,0,0.08319897999999999,0.8313,0.2698,5,275.3,0.5824561428571428,3.03e-7,1.7648421128571425e-7,5
DTXSID5034303,Fluroxypyr-meptyl,0.87,37.7,0.06662807,0.6591,0.003091,5,367.2,0.00848232,5.19e-7,4.40232408e-9,1
DTXSID5034723,Isoxaflutole,0.8225,21.34,3.5131860000000003e-4,0.6986,0.01655,5,359.3,0.02361114285714286,6.65e-7,1.5701410000000004e-8,1
DTXSID5034773,Novaluron,0.8715,33.14,0.06681941999999999,0.6436,6.716e-4,5,492.7,0.00235651371428571,5.15e-7,1.2136045628571431e-9,1
DTXSID5035080,Nelfinavir,0.9089,576.8,0.03769595,0.6815,2.603e-4,5,567.8,6.091682857142857e-4,1.2e-6,7.310019428571428e-10,1
DTXSID5035957,Cyfluthrin,0.8703,1009,0.06238009999999999,0.6391,1e-4,5,434.3,3.114551428571428e-4,2.33e-7,7.256904828571428e-11,1
DTXSID5037072,Sodium valproate,0.8719,0,0.03413684,0.72,0.4307,5,166.2,0.871362857142857,2.53e-5,2.204548028571428e-5,6
DTXSID5037523,Diazoxon,0.7391,39.15,1.2992664999999998e-6,0.9163,0.2553,5,288.3,0.01149081428571428,6.21e-7,7.135795671428569e-9,1
DTXSID5040461,Dimercaprol,0.7079,22.95,1.1480999999999998e-9,0.8242,0.5617,5,124.2,0.01793802857142857,1.94e-5,3.479977542857143e-7,1
DTXSID5041306,"2,2',4,4'-Tetrahydroxybenzophenone",0.9679,24.81,0.00734401299999999,0.6084,0.02946,5,246.2,0.02391657142857143,1.13e-6,2.7025725714285714e-8,1
DTXSID5041691,Butam,0.9648,12.79,0.00877913799999999,0.7598,0.09637,5,233.4,0.04491282857142856,6.99e-6,3.139406717142857e-7,1
DTXSID5042613,Amisulpride,0.56,6.673,1.167235e-4,1.281,0.7418,5,369.5,0.0462930714285714,1.2e-6,5.555168571428569e-8,1
DTXSID5043714,Temozolomide,0.8719,0,0.0036674141,0.7121,0.695,5,194.2,0.8738999999999999,1.2e-6,1.04868e-6,6
DTXSID5044239,Formoterol hemifumarate,0.8375,6.645,2.3742708e-4,0.892,0.3431,5,804.9,0.07048624285714285,1.2e-6,8.458349142857141e-8,1
